package,repository
421752593pro,https://github.com/npm/npm
@0xcda7a/npm,https://github.com/npm/npm
@absolunet/nwayo-workflow,https://github.com/absolunet/nwayo
@ackee/react-scripts,https://github.com/AckeeCZ/create-react-app
@adactive/kiosk-react-scripts,https://github.com/AdactiveSAS/create-react-app
@alifd/next,https://github.com/alibaba-fusion/next
@angular-devkit/core,https://github.com/angular/angular-cli
@angular-devkit/schematics,https://github.com/angular/angular-cli
@angular/animations,https://github.com/angular/angular
@angular/cdk,https://github.com/angular/components
@angular/common,https://github.com/angular/angular
@angular/compiler,https://github.com/angular/angular
@angular/compiler-cli,https://github.com/angular/angular
@angular/core,https://github.com/angular/angular
@angular/forms,https://github.com/angular/angular
@angular/http,https://github.com/angular/angular
@angular/material,https://github.com/angular/components
@angular/platform-browser,https://github.com/angular/angular
@angular/platform-browser-dynamic,https://github.com/angular/angular
@angular/platform-server,https://github.com/angular/angular
@angular/router,https://github.com/angular/angular
@audentio/kinetic,https://github.com/Audentio/kinetic
@babel/cli,https://github.com/babel/babel
@babel/code-frame,https://github.com/babel/babel
@babel/core,https://github.com/babel/babel
@babel/helper-create-class-features-plugin,https://github.com/babel/babel
@babel/helper-module-imports,https://github.com/babel/babel
@babel/helper-plugin-utils,https://github.com/babel/babel
@babel/highlight,https://github.com/babel/babel
@babel/node,https://github.com/babel/babel
@babel/parser,https://github.com/babel/babel
@babel/plugin-proposal-class-properties,https://github.com/babel/babel
@babel/plugin-proposal-decorators,https://github.com/babel/babel
@babel/plugin-proposal-do-expressions,https://github.com/babel/babel
@babel/plugin-proposal-export-default-from,https://github.com/babel/babel
@babel/plugin-proposal-export-namespace-from,https://github.com/babel/babel
@babel/plugin-proposal-function-bind,https://github.com/babel/babel
@babel/plugin-proposal-function-sent,https://github.com/babel/babel
@babel/plugin-proposal-json-strings,https://github.com/babel/babel
@babel/plugin-proposal-logical-assignment-operators,https://github.com/babel/babel
@babel/plugin-proposal-nullish-coalescing-operator,https://github.com/babel/babel
@babel/plugin-proposal-numeric-separator,https://github.com/babel/babel
@babel/plugin-proposal-object-rest-spread,https://github.com/babel/babel
@babel/plugin-proposal-optional-chaining,https://github.com/babel/babel
@babel/plugin-proposal-pipeline-operator,https://github.com/babel/babel
@babel/plugin-proposal-throw-expressions,https://github.com/babel/babel
@babel/plugin-syntax-dynamic-import,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-dynamic-import
@babel/plugin-syntax-import-meta,https://github.com/babel/babel
@babel/plugin-transform-modules-commonjs,https://github.com/babel/babel
@babel/plugin-transform-object-assign,https://github.com/babel/babel
@babel/plugin-transform-react-constant-elements,https://github.com/babel/babel
@babel/plugin-transform-react-jsx,https://github.com/babel/babel
@babel/plugin-transform-runtime,https://github.com/babel/babel
@babel/polyfill,https://github.com/babel/babel
@babel/preset-env,https://github.com/babel/babel
@babel/preset-flow,https://github.com/babel/babel
@babel/preset-react,https://github.com/babel/babel
@babel/preset-typescript,https://github.com/babel/babel
@babel/register,https://github.com/babel/babel
@babel/runtime,https://github.com/babel/babel
@babel/runtime-corejs2,https://github.com/babel/babel
@babel/traverse,https://github.com/babel/babel
@babel/types,https://github.com/babel/babel
@bentley/webpack-tools,https://github.com/imodeljs/imodeljs/tree/master/tools/webpack
@bhargav018/electrode-archetype-react-app-dev,https://github.com/electrode-io/electrode
@biotope/build,https://github.com/biotope/biotope-build
@bolt/build-tools,https://github.com/bolt-design-system/bolt/tree/master/packages/build-tools
@bolt/uikit-workshop,https://github.com/bolt-design-system/bolt/tree/master/packages/uikit-workshop
@by-association-only/slate-tools,https://github.com/Shopify/slate/tree/1.x/packages/slate-tools
@c-art/cli,https://github.com/NervJS/taro
@capacitor/core,https://github.com/ionic-team/capacitor
@cirrusct/mr-build-webapp-webpack,https://github.com/CirrusCT/mr
@comunica/actor-init-sparql,https://github.com/comunica/comunica
@comunica/packager,https://github.com/comunica/comunica
@cond/preact-cli,https://github.com/developit/preact-cli
@cqingwang/react-native,https://github.com/cqingwang/react-native.git#express-0.39.1
@curiostack/base-web,https://github.com/curioswitch/curiostack
@cybercongress/dapp-wallet2,https://github.com/cybercongress/dapp-wallet
@dallin343/chisel-cms,https://github.com/beachio/chisel
@davids-devel/rocket-translator,https://github.com/Davids-Devel/RocketJS
@dayuw/tarojs-cli,https://github.com/NervJS/taro
@dylanvann/gatsby,https://github.com/gatsbyjs/gatsby
@eccenca/gulp-tasks,https://github.com/eccenca/ecc-gulp-tasks
@edoroshenko/codemirror,https://github.com/codemirror/CodeMirror
@eklogvinov/keystone,https://github.com/keystonejs/keystone
@emotion/core,https://github.com/emotion-js/emotion/tree/master/removed-packages/core
@emotion/styled,https://github.com/emotion-js/emotion.git#main
@enact/cli,https://github.com/enactjs/cli
@eservices/servicebot,https://github.com/vbosstech/servicebot
@expo/xdl,https://github.com/expo/expo-cli
@eybo/keystone,https://github.com/frapan/keystone
@fortawesome/fontawesome-common-types,https://github.com/FortAwesome/Font-Awesome
@fortawesome/fontawesome-svg-core,https://github.com/FortAwesome/Font-Awesome
@fortawesome/free-solid-svg-icons,https://github.com/FortAwesome/Font-Awesome
@fortawesome/react-fontawesome,https://github.com/FortAwesome/react-fontawesome
@gerv/fusion-cli,https://github.com/chrisgervang/fusion-cli
@jayway/tds,https://github.com/fregu/tds
@jimpick/ipfs,https://github.com/ipfs/js-ipfs
@jonathansadowski/wpc-test,https://github.com/Automattic/wp-calypso
@jupyterlab/application,https://github.com/jupyterlab/jupyterlab
@jupyterlab/metapackage,https://github.com/jupyterlab/jupyterlab
@kanikarp/react-scripts,https://github.com/facebookincubator/create-react-app
@kirill.konshin/nwb,https://github.com/insin/nwb
@kuinox/testpackagethatnooneshoulduse,https://github.com/npm/cli
@kuinox/testpackagethatnooneshoulduseever,https://github.com/npm/cli
@launchpadlab/react-static,https://github.com/nozzle/react-static
@leontastic/gatsby,https://github.com/gatsbyjs/gatsby
@loftysoul/soul,https://github.com/shangbo/soul
@lrnwebcomponents/hax-body,https://github.com/elmsln/lrnwebcomponents
@lucentray/pine-web-components,https://github.com/musicsmithnz/polymer_web_components
@lwakefield/preact-cli,https://github.com/developit/preact-cli
@mage-catfish/react-scripts,https://github.com/deloreyj/create-react-app
@mara/x,https://github.com/SinaMFE/mara
@material-ui/core,https://github.com/mui-org/material-ui
@material-ui/icons,https://github.com/mui-org/material-ui
@mathieudutour/gatsby,https://github.com/gatsbyjs/gatsby
@mblode/react-native-feather,https://github.com/colmbrady/react-native-feather
@mendix/pluggable-widgets-tools,https://github.com/mendix/widgets-resources
@mercateo/ws,https://github.com/Mercateo/ws
@mhy/mhy,https://github.com/wintercounter/mhy
@mixup/x,https://github.com/ittiam/mix
@mochen/muse,https://github.com/imochen/muse
@mogul/mogul-scripts,https://github.com/freshesx/mogul-scripts
@morlay/ava,https://github.com/avajs/ava
@mr-web/config,https://github.com/mreuter/config
@nail-cli/core,https://github.com/halo-design/nail-cli
@neotracker/core,https://github.com/neotracker/neotracker
@netdata/interactive-landscape,https://github.com/cakrit/landscapeapp
@newsteam/brick,https://github.com/sweetlikepete/brick
@nexdrew/newww,https://github.com/npm/newww
@ngxvoice/ngx-voicelistner,https://github.com/nithincvpoyyil/voice-listener
@nlabs/lex,https://github.com/nitrogenlabs/lex
@nodox/gatsby,https://github.com/gatsbyjs/gatsby
@novembrecom/zxcvbn,https://github.com/dropbox/zxcvbn
@npm-polymer/npm-polymer,https://github.com/juliostanley/npm-polymer
@nut-project/cli,https://github.com/nut-project/nut/tree/master/packages/cli
@octokit/rest,https://github.com/octokit/rest.js
@omnia/fx,https://github.com/preciofishbone/OmniaFx
@pawjs/pawjs,https://github.com/Atyantik/pawjs
@pegakit/build-tools,https://github.com/pega-digital/pegakit-build-tools
@peterpme/keystone,https://github.com/keystonejs/keystone
@phosphor/algorithm,https://github.com/phosphorjs/phosphor
@phosphor/widgets,https://github.com/phosphorjs/phosphor
@polymer/polymer,https://github.com/Polymer/polymer
@procore/core-scripts,https://github.com/procore/frontend-tooling
@quoine/react-static,https://github.com/QuoineFinancial/react-static
@react-qml/cli,https://github.com/longseespace/react-qml
@redisrupt/testcafe,https://github.com/DevExpress/testcafe
@regime/static,https://github.com/rajatsharma/shinobi
@resuelve/react-scripts,https://github.com/facebook/create-react-app
@sailshq/lodash,https://github.com/treelinehq/lodash
@salomvary/npm,https://github.com/npm/cli
@saritasa/react-scripts,https://github.com/saritasa/create-react-app
@satel/steel-tools,https://github.com/SatelCreative/steel/tree/1.x/packages/steel-tools
@seafile/seafile-editor,https://github.com/seafileltd/seafile-editor
@shopify/slate-tools,https://github.com/Shopify/slate/tree/1.x/packages/slate-tools
@soulpicks/react-scripts,https://github.com/Soulpicks/create-react-app
@southcn/ckeditor5-build-inline,https://github.com/ckeditor/ckeditor5-build-inline
@spalger/kibana,https://github.com/elastic/kibana
@spatial/turf,https://github.com/Turfjs/turf
@split-demo/shared-build-deps,https://github.com/MilosRasic/split-demo-shared-build-deps
@stencil/core,https://github.com/ionic-team/stencil
@stoplight/react-static,https://github.com/nozzle/react-static
@storybook/core,https://github.com/storybookjs/storybook
@storybook/react,https://github.com/storybookjs/storybook
@svgr/webpack,https://github.com/gregberge/svgr.git#master
@symph/joy,https://github.com/lnlfps/symph-joy/packages/joy
@talend/scripts,https://github.com/Talend/ui
@tarojs/cli,https://github.com/NervJS/taro
@testcafe/testcafe,https://github.com/DevExpress/testcafe
@topfeed/topfeed-cli,https://github.com/TopFeed/topfeed-cli
@treshugart/nwb,https://github.com/insin/nwb
@turf/helpers,https://github.com/Turfjs/turf
@turf/turf,https://github.com/Turfjs/turf
@types/bluebird,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/body-parser,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/express,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/express-serve-static-core,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/fs-extra,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/glob,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/jasmine,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/jest,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/jquery,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/koa,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/lodash,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/mocha,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/node,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/react,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/react-dom,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/react-redux,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/react-router-dom,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/request,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/unist,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/uuid,https://github.com/DefinitelyTyped/DefinitelyTyped
@types/webpack,https://github.com/DefinitelyTyped/DefinitelyTyped
@typescript-eslint/eslint-plugin,https://github.com/typescript-eslint/typescript-eslint
@typescript-eslint/parser,https://github.com/typescript-eslint/typescript-eslint
@unction/complete,https://github.com/unctionjs/complete
@velop-pkg/server,https://github.com/velop-io/server
@velop/server,https://github.com/velop-io/server
@vuesion/service,https://github.com/vuesion/packages
@wardpeet/gatsby,https://github.com/gatsbyjs/gatsby
@webassemblyjs/ast,https://github.com/xtuc/webassemblyjs
@webcomponents/shadycss,https://github.com/webcomponents/polyfills
@weepower/cli,https://github.com/weepower/wee-cli
@wlk/client,https://github.com/welovekpop/wlk.yt-client
@wmadfaa/full-settings-react-scripts,https://github.com/WM-Almadfaa/create-react-app
@wmadfaa/react-script,https://github.com/WM-Almadfaa/create-react-app
@xqy/keystone,https://github.com/keystonejs/keystone
@zce/ghost,https://github.com/TryGhost/Ghost
@zerowastemap/bankai,https://github.com/auggod/bankai
@zoitravel/angular-cli,https://github.com/angular/angular-cli
abc-cli,https://github.com/yuanlf
acklen-keystone,https://github.com/AcklenAvenue/keystone
aegir2,https://github.com/ipfs/aegir
